,Repository Path,Copy Path,Corrected File Path,Duplicate Files,File Size,Date of File Creation,Line/Pixel Count,Page Number
119,./repository/5/202/608/811/104,./extractedFiles/490199ad1cac18be80b6cf20f25e9e99.txt,./extractedFiles/490199ad1cac18be80b6cf20f25e9e99.txt,,1300,2019-10-18 11:28:05.002057,20,[Pg 124]
120,./repository/2/874/184/408/303/744/575,./extractedFiles/b5754f47ffbd30ac3f80f44d81947b82.jpg,./extractedFiles/b5754f47ffbd30ac3f80f44d81947b82.txt,,1235,2019-10-18 11:28:04.999588,20,[Pg 125]
121,./repository/70/868/878/850/421/884/327,./extractedFiles/a72348de8dab1e24e0588e97886b8a07.txt,./extractedFiles/a72348de8dab1e24e0588e97886b8a07.txt,,1265,2019-10-18 11:28:04.994366,23,[Pg 126]
122,./repository/4/222/163/053/323/306/455,./extractedFiles/5594e6dd0c33293350f3d9612ecb22f4.txt,./extractedFiles/5594e6dd0c33293350f3d9612ecb22f4.txt,,1239,2019-10-18 11:28:04.995219,21,[Pg 127]
123,./repository/7/487/681/441/133/354/217,./extractedFiles/712453f3de9ef391d1f44f1896db7847.txt,./extractedFiles/712453f3de9ef391d1f44f1896db7847.txt,,1211,2019-10-18 11:28:04.969535,23,[Pg 128]
124,./repository/3/644/238/507/102/324/330,./extractedFiles/0b3342320170abda5fbc8b32ce4f4963.txt,./extractedFiles/0b3342320170abda5fbc8b32ce4f4963.txt,,1320,2019-10-18 11:28:04.995691,22,[Pg 129]
125,./repository/27/406/578/534/562/740/551,./extractedFiles/155b0f4eb726cf54b3f587560eb9472b.txt,./extractedFiles/155b0f4eb726cf54b3f587560eb9472b.txt,,1274,2019-10-18 11:28:04.964506,21,[Pg 130]
126,./repository/63/127/680/633/376/412,./extractedFiles/21469c7efe33afa99efa360867f213d6.txt,./extractedFiles/21469c7efe33afa99efa360867f213d6.txt,,1207,2019-10-18 11:28:04.986621,21,[Pg 131]
127,./repository/21/687/835/356/621/130/025/351,./extractedFiles/1535200319c126695e35e39878691ba2.txt,./extractedFiles/1535200319c126695e35e39878691ba2.txt,,1236,2019-10-18 11:28:04.979250,20,[Pg 132]
128,./repository/088/084/681/248/138/848/000,./extractedFiles/00084c8831a8dfa42b186498b08dae80.txt,./extractedFiles/00084c8831a8dfa42b186498b08dae80.txt,,1219,2019-10-18 11:28:04.988682,20,[Pg 133]
129,./repository/56/580/058/721/213/274,./extractedFiles/47aaf2f3d1b2ccc1278df5009856ec95.txt,./extractedFiles/47aaf2f3d1b2ccc1278df5009856ec95.txt,,1126,2019-10-18 11:28:04.956542,19,[Pg 134]
130,./repository/041/528/584/332/364/573,./extractedFiles/d37f546c3293ae34858cbdea2fbb5140.txt,./extractedFiles/d37f546c3293ae34858cbdea2fbb5140.txt,,37,2019-10-18 11:28:04.959813,1,[Pg 135]
131,./repository/422/462/803/321/734,./extractedFiles/fbae4bb371239390e892f9a6bf4224ef.txt,./extractedFiles/fbae4bb371239390e892f9a6bf4224ef.txt,,22,2019-10-18 11:28:04.959471,3,[Pg 136]
132,./repository/7/354/564/831/368/838/340/682/022,./extractedFiles/220fa28604df383886f31ae384654537.txt,./extractedFiles/220fa28604df383886f31ae384654537.txt,,331,2019-10-18 11:28:04.968151,11,[Pg 137]
133,./repository/36/888/057/503/858/737,./extractedFiles/737d8598db305bba7b5bc0888bc63db9.txt,./extractedFiles/737d8598db305bba7b5bc0888bc63db9.txt,,1388,2019-10-18 11:28:04.981994,22,[Pg 138]
134,./repository/26/448/078/145/762/441,./extractedFiles/ddc1442675e41e870b84b4ec9ff6ca2f.txt,./extractedFiles/ddc1442675e41e870b84b4ec9ff6ca2f.txt,,1197,2019-10-18 11:28:04.976298,19,[Pg 139]
135,./repository/160/060/243/122/061/747,./extractedFiles/ced74cf71a602f2ae91342fd06006e1e.txt,./extractedFiles/ced74cf71a602f2ae91342fd06006e1e.txt,,1183,2019-10-18 11:28:04.958386,22,[Pg 140]
136,./repository/35/114/467/346/883/526/513,./extractedFiles/315e6d2538b864d37a6bc441f1ad53de.txt,./extractedFiles/315e6d2538b864d37a6bc441f1ad53de.txt,,1318,2019-10-18 11:28:04.956014,22,[Pg 141]
137,./repository/2/338/473/574/540/170,./extractedFiles/0f710def94547a5b37dece9a483ae32d.txt,./extractedFiles/0f710def94547a5b37dece9a483ae32d.txt,,1339,2019-10-18 11:28:04.998821,20,[Pg 142]
138,./repository/858/601/123/358/883,./extractedFiles/ef3888a5eee332cce9119a90ead685c8.txt,./extractedFiles/ef3888a5eee332cce9119a90ead685c8.txt,,1253,2019-10-18 11:28:04.962842,22,[Pg 143]
139,./repository/668/856/161/711,./extractedFiles/11abfdc7dae9be161c6bb58aaad8c66b.txt,./extractedFiles/11abfdc7dae9be161c6bb58aaad8c66b.txt,,1268,2019-10-18 11:28:04.963242,28,[Pg 144]
140,./repository/56/013/082/850/346/045/138,./extractedFiles/839c15a406430feb58fd289b093b1065.txt,./extractedFiles/839c15a406430feb58fd289b093b1065.txt,,1135,2019-10-18 11:28:04.956334,20,[Pg 145]
141,./repository/7/774/368/227/345/383,./extractedFiles/3b9893e54d3d7a228bb6d9347c77ceac.jpg,./extractedFiles/3b9893e54d3d7a228bb6d9347c77ceac.txt,,1526,2019-10-18 11:28:04.970251,28,[Pg 146]
142,./repository/32/610/681/216/830/235/815,./extractedFiles/5185da93b2038612b1ca8da6016c29a3.txt,./extractedFiles/5185da93b2038612b1ca8da6016c29a3.txt,,20022,2019-10-18 11:28:04.954401,321,[Pg 147]
143,./repository/8/710/372/345/167/711,./extractedFiles/11f97d976ef91fbe5493273d01e7ec8e.jpg,./extractedFiles/11f97d976ef91fbe5493273d01e7ec8e.jpg,,11774,2019-10-18 11:28:04.978658,170100,
144,./repository/28/266/614/104/222/524,./extractedFiles/9b429cb5edc222b94014b1666f2a8f29.jpg,./extractedFiles/9b429cb5edc222b94014b1666f2a8f29.jpg,,21832,2019-10-18 11:28:04.973657,125100,
145,./repository/8/507/415/248/536/860/778,./extractedFiles/87e706da8635842bf95f991a4799058e.txt,./extractedFiles/87e706da8635842bf95f991a4799058e.jpg,,6588,2019-10-18 11:28:04.977590,72800,
146,./repository/051/066/565/574/623/782/786,./extractedFiles/dbce6872873c2f649755db656b6e0150.txt,./extractedFiles/dbce6872873c2f649755db656b6e0150.jpg,,24205,2019-10-18 11:28:04.992526,202950,
147,./repository/1/342/727/312/264/204,./extractedFiles/d402e4a6fb22b1debb3792ebfe729431.jpg,./extractedFiles/d402e4a6fb22b1debb3792ebfe729431.jpg,,30263,2019-10-18 11:28:04.976030,247500,
148,./repository/182/657/345/885/326/550,./extractedFiles/055dcddee96235a885f4bc3756bdb281.txt,./extractedFiles/055dcddee96235a885f4bc3756bdb281.jpg,,79015,2019-10-18 11:28:05.004565,300600,
149,./repository/7/482/325/667/545/310/341/303,./extractedFiles/303143f0af13545e7f665232e84adbe7.jpg,./extractedFiles/303143f0af13545e7f665232e84adbe7.jpg,,56782,2019-10-18 11:28:04.968441,324600,
150,./repository/6/454/734/165/434/702/265,./extractedFiles/e5cb6ac220b974aa3456143bd7f45b46.jpg,./extractedFiles/e5cb6ac220b974aa3456143bd7f45b46.jpg,,15218,2019-10-18 11:28:04.973313,64800,
151,./repository/155/574/025/558/148/804/446,./extractedFiles/6b4a44d0f89841855d52a0c4e7ea5551.jpg,./extractedFiles/6b4a44d0f89841855d52a0c4e7ea5551.jpg,,24240,2019-10-18 11:28:04.985157,216150,
152,./repository/70/470/562/511/577/885/582,./extractedFiles/2855c98d87f7cde5e11526c507f940d7.jpg,./extractedFiles/2855c98d87f7cde5e11526c507f940d7.jpg,,53487,2019-10-18 11:28:04.994122,296400,
153,./repository/1/607/731/205/580/501,./extractedFiles/105fdb085bb502bf9d13c7abc7906c19.txt,./extractedFiles/105fdb085bb502bf9d13c7abc7906c19.jpg,,36947,2019-10-18 11:28:04.975833,333450,
154,./repository/01/706/728/406/858/688,./extractedFiles/88acfa6c85f86aebebd048d27c60a710.txt,./extractedFiles/88acfa6c85f86aebebd048d27c60a710.jpg,,15575,2019-10-18 11:28:04.984339,83600,
155,./repository/87/375/008/045,./extractedFiles/acf5edb4deba90ea80057f9cc379ca8b.jpg,./extractedFiles/acf5edb4deba90ea80057f9cc379ca8b.jpg,,36006,2019-10-18 11:28:04.971019,156600,
156,./repository/3/013/883/067/440/361/888,./extractedFiles/88b816cccaf304e4b79b60388bf3e103.jpg,./extractedFiles/88b816cccaf304e4b79b60388bf3e103.jpg,,112326,2019-10-18 11:28:04.995934,311350,
157,./repository/8/364/087/108/034/044,./extractedFiles/9944bc043df080b1ecea7804b6ab3d8a.jpg,./extractedFiles/9944bc043df080b1ecea7804b6ab3d8a.jpg,,16851,2019-10-18 11:28:04.976840,158400,
158,./repository/185/188/006/432/154,./extractedFiles/45f1dd23e460a90cc8815caa8dedbb19.txt,./extractedFiles/45f1dd23e460a90cc8815caa8dedbb19.jpg,,44824,2019-10-18 11:28:05.005404,359400,
159,./repository/75/868/674/813/223/033/717,./extractedFiles/f7c173303c223c1d98476e86da985c7a.txt,./extractedFiles/f7c173303c223c1d98476e86da985c7a.jpg,,56822,2019-10-18 11:28:04.980000,321750,
160,./repository/567/335/387/121/686/645,./extractedFiles/5e46b6861f21eef78353fc3a76bd5bb9.txt,./extractedFiles/5e46b6861f21eef78353fc3a76bd5bb9.jpg,,76919,2019-10-18 11:28:04.953015,254150,
161,./repository/0/642/270/400/534/238/443,./extractedFiles/34ec48324f3d500f407b2e246de0baaf.jpg,./extractedFiles/34ec48324f3d500f407b2e246de0baaf.jpg,,51500,2019-10-18 11:28:04.965478,346200,
162,./repository/413/764/238/645/208/472/802,./extractedFiles/ee9c2082748025cb468c329be4673c14.jpg,./extractedFiles/ee9c2082748025cb468c329be4673c14.jpg,,7865,2019-10-18 11:28:04.960143,89250,
163,./repository/730/165/416/018/874,./extractedFiles/47ce8b8dcff10a61a4e5caad610a37ca.jpg,./extractedFiles/47ce8b8dcff10a61a4e5caad610a37ca.jpg,,36982,2019-10-18 11:28:04.955199,268800,
164,./repository/2/353/541/116/468/320,./extractedFiles/02fd389f996a461911fd4fb59b35d32d.jpg,./extractedFiles/02fd389f996a461911fd4fb59b35d32d.jpg,,47533,2019-10-18 11:28:04.999339,269400,
165,./repository/710/648/562/534/237/378,./extractedFiles/873ccb732abc43ce5df26d584960d1b7.txt,./extractedFiles/873ccb732abc43ce5df26d584960d1b7.jpg,,40509,2019-10-18 11:28:04.996895,259800,
166,./repository/0/212/801/213/654/215,./extractedFiles/c512f45c631929ffc1b09f821c20efbd.jpg,./extractedFiles/c512f45c631929ffc1b09f821c20efbd.jpg,,29941,2019-10-18 11:28:04.966442,246000,
167,./repository/132/118/460/730/451/815/182,./extractedFiles/2dc81ee518e15940f37a06a4811e2931.txt,./extractedFiles/2dc81ee518e15940f37a06a4811e2931.jpg,,46033,2019-10-18 11:28:04.952751,276600,
168,./repository/0/558/737/250/650/181/437/542,./extractedFiles/24573e49d18b1056052e7ae3e7899550.txt,./extractedFiles/24573e49d18b1056052e7ae3e7899550.jpg,,42466,2019-10-18 11:28:04.964866,310800,
169,./repository/3/062/187/476/356/747,./extractedFiles/7e947653d69e7ab478b12e69afd0bb3e.jpg,./extractedFiles/7e947653d69e7ab478b12e69afd0bb3e.jpg,,48413,2019-10-18 11:28:04.996138,261600,
170,./repository/8/721/523/533/164/503,./extractedFiles/3f05a4b6fd1aff3359932fecba512798.txt,./extractedFiles/3f05a4b6fd1aff3359932fecba512798.jpg,,46057,2019-10-18 11:28:04.978374,295800,
171,./repository/18/555/373/203/535/800/355/706,./extractedFiles/e6075b5300853f5d30d237d35558bb1e.jpg,./extractedFiles/e6075b5300853f5d30d237d35558bb1e.jpg,,48705,2019-10-18 11:28:04.964217,268800,
172,./repository/05/384/717/326/677/237/410,./extractedFiles/d0af1b47a3ce2db7766d23f7174835a0.jpg,./extractedFiles/d0af1b47a3ce2db7766d23f7174835a0.jpg,,33741,2019-10-18 11:28:04.959260,249600,
173,./repository/1/043/250/700/782,./extractedFiles/2ed87900baad70d95f2b3a4b01febaaa.jpg,./extractedFiles/2ed87900baad70d95f2b3a4b01febaaa.jpg,,28995,2019-10-18 11:28:04.975363,249000,
174,./repository/47/328/237/038/456/280,./extractedFiles/09f89ceca26548ce3079bcd328237bf4.txt,./extractedFiles/09f89ceca26548ce3079bcd328237bf4.jpg,,55493,2019-10-18 11:28:04.998526,292800,
175,./repository/2/002/852/104/820/016/681,./extractedFiles/1e8b66c1a00c928a4e012a58fa2b002e.txt,./extractedFiles/1e8b66c1a00c928a4e012a58fa2b002e.jpg,,59602,2019-10-18 11:28:05.000648,223125,
176,./repository/1/642/058/245/724/732/046,./extractedFiles/640293f9c7d4c275b42db85024d6991e.txt,./extractedFiles/640293f9c7d4c275b42db85024d6991e.txt,,1235,2019-10-18 11:28:04.974667,21,[Pg 42]
177,./repository/21/782/852/618/370/716,./extractedFiles/617073d8caeb1dda625cbe828f9a7912.txt,./extractedFiles/617073d8caeb1dda625cbe828f9a7912.txt,,1236,2019-10-18 11:28:04.979556,21,[Pg 104]
178,./repository/31/081/761/034/450/361,./extractedFiles/fb1fe63bfa0e5bc443e01671a8bea013.txt,./extractedFiles/fb1fe63bfa0e5bc443e01671a8bea013.txt,,1067,2019-10-18 11:28:04.982477,22,[Pg 79]
179,./repository/01/543/633/778/471/530/205,./extractedFiles/502d9d03517a4ac8bf7733a6d3451f0e.jpg,./extractedFiles/502d9d03517a4ac8bf7733a6d3451f0e.txt,,1431,2019-10-18 11:28:04.984799,24,[Pg 86]
180,./repository/760/516/215/713/876/503,./extractedFiles/3f0f567b8e3a1f7512ba61a5ac067eeb.jpg,./extractedFiles/3f0f567b8e3a1f7512ba61a5ac067eeb.txt,,1434,2019-10-18 11:28:04.983045,22,[Pg 38]
